Name,Category,ImageURL,Address,Latitude,Longitude,Notes,AKA
Phi Gamma Delta,Greek,,"118 McGraw Place, Ithaca, NY 14850",42.451511,-76.489159,Greek: IFC,
Phi Kappa Psi,Greek,,"120 Mary Ann Wood Drive, Ithaca, NY 14850",42.445396,-76.488686,Greek: IFC,
Phi Kappa Tau,Greek,,"106 The Knoll, Ithaca, NY 14850",42.453781,-76.48835,Greek: IFC,
Phi Sigma Sigma,Greek,,"14 South Ave., Ithaca, NY 14850",42.445042,-76.48783899999999,Greek: Panhellenic,
Phillips Hall,Engineering,http://images.localist.com/photo/000/016/614/huge/kJXsrlBtSGP4VvZD.jpg?1298662924,"116 Hoy Rd, Ithaca, NY 14850",42.444511,-76.48199200000001,,
Physical Sciences Building,Central Campus,http://images.localist.com/photo/000/017/615/huge/u6JIurJ3e3MtKAAE.jpg?1302017903,"245 East Ave, Ithaca, NY 14850",42.449892,-76.481767,,
Pi Beta Phi,Greek,,"330 Triphammer Rd., Ithaca, NY 14850",42.45816,-76.48255899999999,Greek: Panhellenic,
Pi Delta Psi,Greek,,"124 Triphammer Rd., Ithaca, NY 14850",42.455688,-76.481438,Greek: MGLC,
Pi Kappa Alpha,Greek,,"17 South Ave,. Ithaca, NY 14850",42.444488,-76.48841899999999,Greek: IFC,
Pi Kappa Phi,Greek,,"55 Ridgewood Rd, Ithaca, NY 14850",42.45549,-76.48851000000001,Greek: IFC,
Plant Breeding Love Laboratory,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"126 Medicago Dr, Ithaca, NY 14850",42.44917,-76.461978,Love Lab,
Plant Pathology Greenhouse Complex,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44837823906735,-76.46855275585531,,
Plant Science Building,Ag,http://images.localist.com/photo/000/016/615/huge/4CltlSWG6LxSKY99.jpg?1298662931,"236 Tower Rd, Ithaca, NY 14850",42.448343,-76.476992,,
Plant Virology and Nematology Laboratory,East Campus,,"129 Helios Cir, Ithaca, NY 14850",42.448041,-76.468273,Virology Nematology Lab,
Plantations,Areas and Features,http://images.localist.com/photo/000/016/690/huge/wCWo7205tLxrmYuO.jpg?1298885120,,42.44941495389194,-76.47190280093616,,
Plantations Parking,Parking,,,42.44926666666667,-76.47184444444444,Parking for Plantations Visitors,
Plantations Ramin Administrative Center,Plantations,,"130 Forest Home Dr, Ithaca, NY 14850",42.452956,-76.47191100000001,Plantations; Ramin Center,
Poultry Biology Laboratory,East Campus,,239 Gallus Rd,42.443122,-76.452304,,
Print Shop,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.4434021182748,-76.47134162006432,,
Prospect of Whitby,Co-ops,http://images.localist.com/images/main/business_huge.png?1340747100,,42.45487222222223,-76.48206111111111,Housing,
Prudence Risley Residential College,North Campus,http://images.localist.com/photo/000/016/621/huge/RYGjOJOjQpEo_oG6.jpg?1298662957,"535 Thurston Ave, Ithaca, NY 14850",42.453122,-76.48192400000001,Risley Hall; Housing; Dining (www.campuslife.cornell.edu/campuslife/dining/risley-dining.cfm),
Psi Upsilon,Greek,,"2 Forest Park Lane, Ithaca, NY 14850",42.44593,-76.48792299999999,Greek: IFC,
Rand Hall,Arts,http://images.localist.com/photo/000/016/616/huge/mHkSao6ZuKk4Pivx.jpg?1298662938,"947 University Ave, Ithaca, NY 14850",42.451229,-76.48289200000001,Fine Arts Library; Architecture; AAP,
Raptor Facility,Near Campus,,"216 Raptor Rd, Ithaca, NY 14850",42.442485,-76.450762,Esther Schiff Bondareff '37 and Daniel N. Bondareff '35 ,
Rawlings Green,North Campus,http://images.localist.com/photo/000/016/617/huge/ssEKQ64wlJgCJp_7.jpg?1298662941,,42.45356689566225,-76.47753064757525,,
Reis Tennis Center,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,"230 Pine Tree Rd, Ithaca, NY 14850",42.43504,-76.465374,230 Pine Tree Road,
Resource Ecology and Management Laboratory,East Hill,,"139 Ecology Dr, Ithaca, NY 14850",42.441734,-76.46692299999999,,
Rhodes Hall,Engineering,http://images.localist.com/photo/000/016/557/huge/RlVE_mf3o0mth63v.jpg?1298662656,"136 Hoy Rd, Ithaca, NY 14850",42.443425,-76.48135600000001,Theory Center,
Rice Hall,East Campus,http://images.localist.com/photo/000/016/618/huge/Q3h_EdMfXNrmLTPq.jpg?1298662944,"340 Tower Rd, Ithaca, NY 14850",42.447862,-76.474086,,
Richard M Lewis Education Center,Plantations,http://images.localist.com/photo/000/016/619/huge/vf_6R4giwQQywLtM.jpg?1298662949,"130 Comstock Knoll Dr, Ithaca, NY 14850",42.449729,-76.47183200000001,Plantations,
Riley-Robb Hall,East Campus,http://images.localist.com/photo/000/016/620/huge/m6Re2xK58vIJELUh.jpg?1298662953,"111 Wing Dr, Ithaca, NY 14850",42.445831,-76.471155,,
Robert J & Helen Appel Commons,North Campus,http://images.localist.com/photo/000/016/505/huge/qQGu_f6PmMLEQmIj.jpg?1298662399,"186 Cradit Farm Dr, Ithaca, NY 14850",42.453569,-76.476101,Fitness; Dining (www.campuslife.cornell.edu/campuslife/dining/north-star.cfm); Cafe (www.campuslife.cornell.edu/campuslife/dining/ezras-emporium.cfm),
Robert Purcell Community Center,North Campus,http://images.localist.com/photo/000/016/848/huge/cykgeE7fid8_kfl8.jpg?1299168049,"217 Jessup Rd, Ithaca, NY 14850",42.455934,-76.477497,Dining (www.campuslife.cornell.edu/campuslife/dining/robert-purcell-marketplace-eatery.cfm),
Robert Trent Jones Golf Course,Athletics,http://images.localist.com/photo/000/016/622/huge/jQPeI5n6jnudfdPo.jpg?1298662961,,42.46033474956923,-76.47435491643975,Moakley House; Golf Center,
Robert W. Holley Center for Agriculture and Health,Ag,,"538 Tower Rd, Ithaca, NY 14850",42.447856,-76.467416,,
Roberts Hall,Ag,http://images.localist.com/photo/000/016/623/huge/5nms3EXNQZ_Xd2Ch.jpg?1298662965,"215 Garden Ave, Ithaca, NY 14850",42.448703,-76.47944,,
Robison Alumni Fields,Athletics,http://images.localist.com/photo/000/016/624/huge/L3Zvy7yghGdJwiUy.jpg?1298662970,,42.44679725700298,-76.47523518324763,,
Robison Herb Garden,Plantations,http://images.localist.com/photo/000/016/625/huge/h5S1ArUdUleiq58I.jpg?1298662975,,42.44973393629716,-76.47144018476159,Plantations,
Robison Shellhouse,Near Campus,,"687 Third St, Ithaca, NY 14850",42.446692,-76.51132800000001,,
Robison Softball Field,East Hill,,,42.43560555555555,-76.46621194606172,220 Pine Tree Road,
Rockefeller Hall,Central Campus,http://images.localist.com/photo/000/016/626/huge/WNDs2ibUHOS618Ve.jpg?1298662980,"231 East Ave, Ithaca, NY 14850",42.448983,-76.48177099999999,,
Rockwell Azalea Garden,Plantations,http://images.localist.com/photo/000/016/627/huge/zLcUTh9JU4jtjA56.jpg?1298662985,,42.44788055555555,-76.48043888888888,Plantations,
Ruminant Nutrition Laboratory,East Campus,,"836 Campus Rd, Ithaca, NY 14850",42.446144,-76.46749199999999,,
S Barn,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44824722222222,-76.46375280725587,,
S Geneva/McGraw,Carshare,,,42.4375992,-76.5006027,,
SPCA,Community,http://images.localist.com/images/main/business_huge.png?1340747100,,42.4720490979038,-76.43861175853604,,
Sackett Foot Bridge,Areas and Features,http://images.localist.com/photo/000/016/628/huge/omQrUX5omsjmQJ5R.jpg?1298662990,,42.4517361175123,-76.47311946553991,,
Sage Chapel,Central Campus,http://images.localist.com/photo/000/016/629/huge/sIgk7kscfsm378QK.jpg?1298662995,"147 Ho Plz, Ithaca, NY 14850",42.447201,-76.484459,Religious Services; organ; organs,
Sage Hall,Central Campus,http://images.localist.com/photo/000/016/630/huge/SSYposjJykdsxLNg.jpg?1298662999,"114 East Ave, Ithaca, NY 14850",42.445916,-76.483243,Cafe (www.campuslife.cornell.edu/campuslife/dining/atrium-cafe.cfm); Management Library; Johnson Graduate School of Management Library; JGSM; Business School,
Sage House,Near Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"118 Sage Pl, Ithaca, NY 14850",42.439727,-76.491457,Cornell University Press; CU Press; CUP,
Savage Hall,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"244 Garden Ave, Ithaca, NY 14850",42.449712,-76.48010600000001,,
Schoellkopf Field,Athletics,http://images.localist.com/photo/000/016/631/huge/d_IhbnFUAPtBlX1r.jpg?1298663003,,42.44403207297739,-76.47865684947895,Football; Lacrosse; LAX,
Schoellkopf House,Athletics,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44502993141838,-76.47917392343093,,
Schoellkopf Memorial,Athletics,http://images.localist.com/photo/000/016/632/huge/8cSHh8WcCBY2vdte.jpg?1298663008,"521 Campus Rd, Ithaca, NY 14850",42.444999,-76.478555,,
Schurman Hall,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"602 Tower Rd, Ithaca, NY 14850",42.447992,-76.466142,,
Schwardt Laboratory,Near Campus,,"315 Turkey Hill Rd, Ithaca, NY 14850",42.436683,-76.42803499999999,,
Schwartz Center for Performing Arts,Collegetown,http://images.localist.com/photo/000/016/633/huge/_JEWPqCmT3RtZysO.jpg?1298663012,"430 College Ave, Ithaca, NY 14850",42.442437,-76.48593,Theatre,
Sculpture Garden,Plantations,http://images.localist.com/images/main/business_huge.png?1340747100,,42.45191944444445,-76.45512222222223,Plantations,
Seal and Serpent Society,Greek,,"305 Thurston Ave, Ithaca, NY 14850",42.453464,-76.485642,Greek: IFC,
Seeley G. Mudd Hall,Central Campus,http://images.localist.com/photo/000/016/634/huge/3oMT1_6N5bchj8F9.jpg?1298663017,"215 Tower Rd, Ithaca, NY 14850",42.447208,-76.479026,,
Seneca/Cayuga,Carshare,,,42.4404984,-76.4988022,,
Seneca/Fulton,Carshare,,,42.4403,-76.5102997,,
Sheldon Court,Collegetown,http://images.localist.com/photo/000/016/635/huge/2nrt7LmInK4XOPQL.jpg?1298663022,"420 College Ave, Ithaca, NY 14850",42.442239,-76.48559299999999,Housing,
"Shoals Marine Lab Dock, Portsmouth, New Hampshire",World,,,43.08102222222222,-70.76067222222223,SML,
Sibley Hall,Arts,http://images.localist.com/photo/000/016/637/huge/ODvb3M77RaSH_sGD.jpg?1298663031,"921 University Ave, Ithaca, NY 14850",42.450913,-76.4841,Green Dragon Cafe (www.campuslife.cornell.edu/campuslife/dining/green-dragon.cfm); AAP,
Sigma Alpha Mu,Greek,,"10 Sisson Place, Ithaca, NY 14850",42.455276,-76.480469,Greek: IFC,
Sigma Chi,Greek,,"106 Cayuga Heights Rd., Ithaca, NY 14850",42.456661,-76.49115,Greek: IFC,
Sigma Delta Tau,Greek,,"115 Ridgewood Rd., Ithaca, NY 14850",42.456058,-76.488457,Greek: Panhellenic,
Sigma Nu,Greek,,"230 Willard Way, Ithaca, NY 14850",42.451683,-76.491753,Greek: IFC,
Sigma Phi,Greek,,"1 Forest Park Lane, Ithaca, NY 14850",42.445999,-76.488541,Greek: IFC,
Sigma Phi Epsilon,Greek,,"109 McGraw Place, Ithaca, NY 14850",42.450069,-76.48886899999999,Greek: IFC,
Sigma Pi,Greek,,"730 University Avenue, Ithaca, NY 14850",42.44965,-76.488258,Greek: IFC,
Simon Track,Athletics,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44716111111111,-76.47367687589171,,
Snee Hall,Engineering,http://images.localist.com/photo/000/016/638/huge/IB9Tjt3TxT0_TU5u.jpg?1298663038,,42.44360988391442,-76.48499067032061,,
Space Sciences Building,Central Campus,http://images.localist.com/photo/000/016/639/huge/IvgWWUYamWv_YPmP.jpg?1298663043,,42.44889251628421,-76.48113843588189,Spacecraft Planetary Imaging Facility; SPIF,
State Theatre,Community,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43941388888889,-76.49955555555556,State Street Theatre; State St. Theatre,
State/Corn,Carshare,,,42.4393005,-76.5057983,,
State/Quarry,Carshare,,,42.4388008,-76.4888,,
Statler Auditorium,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44545558211482,-76.48213663171964,,
Statler Hall,Central Campus,http://images.localist.com/photo/000/016/641/huge/TDxY48ZOKPTWb0Fe.jpg?1298663050,,42.44577564390459,-76.48215481743551,Nestle Hotel Library,
Statler Hotel & J. Willard Marriott Executive Education Center,Central Campus,http://images.localist.com/photo/000/016/698/huge/UegHV_glcWseaS9q.jpg?1298891763,"130 Statler Dr, Ithaca, NY 14850",42.446374,-76.48220000000001,Dining (www.tavernabanfi.com); Banfi's Restuarant; Statler Hotel,
Statue of A. D. White,Areas and Features,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44906387026753,-76.48391970939053,,
Statue of Ezra Cornell,Areas and Features,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44901573690047,-76.48530191359337,,
Statue of Hercules,Areas and Features,http://images.localist.com/photo/000/016/642/huge/9upKZQHOpBwbElLZ.jpg?1298663056,,42.44683055555555,-76.48234655354059,,
Stewart Ave,Carshare,,,42.4482002,-76.490303,,
Stewart Park,Community,http://images.localist.com/photo/000/016/643/huge/ukqcuGUHk31DE1A5.jpg?1298663062,,42.46207777777778,-76.5017680378435,,
Stimson Hall,Central Campus,http://images.localist.com/photo/000/016/644/huge/qL5ThJ87V0UXrL5h.jpg?1298663066,"204 East Ave, Ithaca, NY 14850",42.447773,-76.48334699999999,Shoals Marine Lab (SML),
Stocking Hall,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"411 Tower Rd, Ithaca, NY 14850",42.447166,-76.47118399999999,,
Sturtevant Hall,State,http://images.localist.com/images/main/business_huge.png?1340747100,,42.87660435772936,-77.00673040059793,,
Sundial on Engineering Quad,Areas and Features,http://images.localist.com/photo/000/016/684/huge/iLF_UT0hMV7iX4VO.jpg?1298883853,,42.44488677911563,-76.48363160273516,,
Surge 3 Facility,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44599652035036,-76.4701902322082,,
Swanson Wildlife Health Center,Near Campus,,"131 Swanson Dr, Ithaca, NY 14850",42.426769,-76.45299,,
T Barn,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44793055555555,-76.46362104956994,,
Taughannock Falls State Park,Community,http://images.localist.com/photo/000/016/645/huge/2wz38Sb2lM_xyl5f.jpg?1298663073,,42.54650965527017,-76.59849151554533,,
Teagle Hall,Athletics,http://images.localist.com/images/main/business_huge.png?1340747100,"512 Campus Rd, Ithaca, NY 14850",42.445773,-76.47907499999999,Fitness; Swimming; Diving,
Technion-Cornell Innovation Institute,NYC,,,40.76216100025913,-73.9499639997845,http://www.cornell.edu/nyc/,
Telluride House,Co-ops,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44579774805806,-76.48709308304801,,
The Cornell Store,Central Campus,http://images.localist.com/photo/000/016/539/huge/t_JOpoL36QG7QDbG.jpg?1298662563,"135 Ho Plz, Ithaca, NY 14850",42.446744,-76.484202,Books; Banking; Clothing; Shopping; Ho Plaza; Post Office; USPS; Campus Store,
Theta Delta Chi,Greek,,"800 University Avenue, Ithaca, NY 14850",42.450069,-76.487701,Greek: IFC,
Thurston Hall,Engineering,http://images.localist.com/photo/000/016/847/huge/A2ITaZLXtZyYwqBV.jpg?1299168035,"130 Hollister Dr, Ithaca, NY 14850",42.443913,-76.48366,,
Titus/Plain,Carshare,,,42.4342003,-76.5039978,,
Tobin Fieldhouse,North Campus,http://images.localist.com/photo/000/018/816/huge/2ONYuJeTCLBvKwBQ.jpg?1308651561,"108 Jessup Rd, Ithaca, NY 14850",42.456515,-76.480988,,
Toboggan Lodge,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"38 Forest Home Dr, Ithaca, NY 14850",42.45122,-76.478606,,
Tompkins Co. Cooperative Extension,Community,http://images.localist.com/images/main/business_huge.png?1340747100,,42.45059877255562,-76.50349812144292,"4-H; 615 Willow Ave., Ithaca",
Tompkins County Airport,Community,http://images.localist.com/images/main/business_huge.png?1340747100,,42.48984166666667,-76.46226989757149,,
Tompkins County Public Library,Community,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43838654901615,-76.49836600648406,,
Tower/Garden,Carshare,,,42.4474983,-76.4792023,,
Triangle Park,Carshare,,,42.4450989,-76.4992981,,
Trillium Dining,Ag,,,42.4478957097447,-76.47914474372737,Dining (www.campuslife.cornell.edu/campuslife/dining/trillium.cfm); Cafe (www.campuslife.cornell.edu/campuslife/dining/trillium-express.cfm),
Triphammer Road Cooperative,Co-ops,,"150 Triphammer Rd, Ithaca, NY 14850",42.455993,-76.481532,Housing; Triphammer Cooperative,
Trolley Foot Bridge,Areas and Features,http://images.localist.com/photo/000/016/647/huge/WaDgkemcDkoWJ3cs.jpg?1298663095,,42.44300910743182,-76.48430180887063,,
Turfgrass Field Research Lab,Near Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.45963809897865,-76.46083958270836,,
Ujamaa Residential College,North Campus,http://images.localist.com/photo/000/016/648/huge/WIJZ0wdRZQWZdB_8.jpg?1298663100,,42.45534043065749,-76.47672298027284,Housing,
Undergraduate Admissions Office,North Campus,http://images.localist.com/photo/000/018/821/huge/cD5ceBMr80149BQz.jpg?1308651865,,42.45391944444444,-76.48433888888889,410 Thurston Ave.,
Upson Hall,Engineering,http://images.localist.com/photo/000/016/649/huge/20MbPdQsRcge7RJU.jpg?1298663104,"124 Hoy Rd, Ithaca, NY 14850",42.443972,-76.482455,,
Uris Hall,Central Campus,http://images.localist.com/photo/000/016/650/huge/Eb3KVy67FbJjDRso.jpg?1298663108,"109 Tower Rd, Ithaca, NY 14850",42.447205,-76.482197,Cafe (www.campuslife.cornell.edu/campuslife/dining/rustys.cfm); Cornell Cinema; movie; movies,
Uris Library,Arts,http://images.localist.com/photo/000/016/651/huge/isgNOUHpNR_AYDkO.jpg?1298663112,"160 Ho Plz, Ithaca, NY 14850",42.447751,-76.485366,,
Vet Education Center,East Campus,http://images.localist.com/photo/000/016/652/huge/AL0EtSsvCs8sMiBG.jpg?1298663117,,42.447425,-76.46580833333334,Veterinary Library; Flower-Sprecher Veterinary Library,
Vet Medical Center,East Campus,http://images.localist.com/photo/000/016/653/huge/kcW0jeVrE_11zc6j.jpg?1298663122,,42.44739161182001,-76.46436471052175,,
Vet Research Tower,East Campus,http://images.localist.com/photo/000/016/654/huge/nGVnxmOoBfcW8aCP.jpg?1298663126,"618 Tower Rd, Ithaca, NY 14850",42.44732,-76.466213,,
Von Cramm Hall,Co-ops,http://images.localist.com/images/main/business_huge.png?1340747100,"623 University Ave, Ithaca, NY 14850",42.448949,-76.491339,Housing,
War Memorial,Areas and Features,http://images.localist.com/photo/000/016/659/huge/e5_el9o86HwBwL_c.jpg?1298663152,"336 West Ave, Ithaca, NY 14850",42.447527,-76.48793000000001,West Campus War Memorial[Null],
Ward Center for Nuclear Studies,Engineering,http://images.localist.com/images/main/business_huge.png?1340747100,"135 Hollister Dr, Ithaca, NY 14850",42.443392,-76.48299400000001,,
Wari Cooperative,Co-ops,http://images.localist.com/photo/000/018/819/huge/abNcgeybyVzupZHC.jpg?1308651646,,42.45637222222223,-76.48251666666667,Housing,
Warren Hall,Ag,http://images.localist.com/photo/000/016/656/huge/9hImSqDkBhowPlrn.jpg?1298663137,"137 Reservoir Ave, Ithaca, NY 14850",42.449213,-76.477098,,
Watermargin,Co-ops,http://images.localist.com/images/main/business_huge.png?1340747100,,42.45013240209666,-76.48816716353014,,
Wee Stinky Glen,Areas and Features,http://images.localist.com/photo/000/016/657/huge/9Ov8gubiBB9rYzM3.jpg?1298663142,,42.44654877226635,-76.48329010021544,,
Weill Cornell Medical College,NYC,,,40.76405936206212,-73.95542748306603,Medical College Library; Samuel J. Wood Library; C. V. Starr Biomedical Information Center,
"Weill Cornell Medical College in Doha, Qatar",World,http://images.localist.com/photo/000/016/688/huge/DpZuW8isGD2iy88h.jpg?1298884635,,25.31811388888888,51.43931944444444,QuickWorld; http://www.cornell.edu/visiting/qatar/,
Weill Hall,Central Campus,http://images.localist.com/photo/000/016/658/huge/M4wAe6TQkPgE5dFj.jpg?1298663147,"237 Tower Rd, Ithaca, NY 14850",42.446874,-76.47745399999999,Cafe (www.campuslife.cornell.edu/campuslife/dining/synapsis-cafe.cfm),
West Campus,Areas and Features,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44758368677813,-76.48915914864365,,
White Hall,Arts,http://images.localist.com/photo/000/016/660/huge/xegjZFyAkg_yrDjH.jpg?1298663157,"123 Central Ave, Ithaca, NY 14850",42.450255,-76.485405,,
Willard Straight Hall,Central Campus,http://images.localist.com/photo/000/016/661/huge/fAXhZz2_IuacOLlp.jpg?1298663164,"136 Ho Plz, Ithaca, NY 14850",42.446558,-76.48564500000001,Okenshields Dining (www.campuslife.cornell.edu/campuslife/dining/okenshields.cfm); Ivy Room Dining (www.campuslife.cornell.edu/campuslife/dining/ivy-room-dining.cfm); Cornell Cinema; Cafe (www.campuslife.cornell.edu/campuslife/dining/cascadeli.cfm); movie; movies,
William T Keeton House,West Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"4 Forest Park Ln, Ithaca, NY 14850",42.446723,-76.489547,Housing,
Wilson Synchrotron Lab & Ring,Engineering,http://images.localist.com/photo/000/017/084/huge/NRUpLjspwxZjnZtZ.jpg?1300101797,"161 Synchrotron Dr, Ithaca, NY 14850",42.445011,-76.472976,Wilson Laboratory,
Wilson Synchrotron Lab Parking,Parking,,,42.44471063976241,-76.47119791736762,Parking for Wilson Synchrotron Lab Visitors,
Wing Hall,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"123 Wing Dr, Ithaca, NY 14850",42.446633,-76.471568,,
Winter Garden,Plantations,http://images.localist.com/photo/000/016/662/huge/gowmW0neY8hra8CS.jpg?1298663170,,42.44910555555555,-76.47141388888889,Plantations,
Zeta Psi,Greek,,"534 Thurston Ave,. Ithaca, NY 14850",42.454121,-76.481827,Greek: IFC,
Zucker Shrub Collection and Harris Lilac Collection,Plantations,http://images.localist.com/images/main/business_huge.png?1340747100,,42.45260833333334,-76.45610555555555,Plantations,
104 West! (Kosher Dining Hall),Co-ops,,,42.44431072842651,-76.48787869831379,Dining (www.campuslife.cornell.edu/campuslife/dining/104west.cfm); 104 West Ave.,
112 Edgemoor,Co-ops,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44409097246667,-76.48841178339316,Housing,
116 Maple Ave.,Parking,http://images.localist.com/images/main/business_huge.png?1340747100,,42.441306,-76.476433,Transportation Services; Parking Permits,
120 Maple Ave.,Near Campus,,,42.441336,-76.47553000000001,CIT,
301 College Ave.,Collegetown,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44033831466796,-76.48499926544106,,
309 College Ave.,Collegetown,,,42.44081656915536,-76.48497643192042,The Nines,
312 College Ave.,Collegetown,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44089595553945,-76.48533033686954,"University Photography; Office of Web Communications (OWC); University Communications, FSAP",
337 Pine Tree Road,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43792222222222,-76.46270763683221,,
341 Pine Tree Road,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,,42.4379379131725,-76.46308945310345,,
353 Pine Tree Road,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43813181335253,-76.46215440174669,,
373 Pine Tree Road,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43765918906487,-76.46209221761249,,
377 Pine Tree Road,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43763229771285,-76.46314939786039,,
391 Pine Tree Road,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43904444444444,-76.46531944444445,CISER,
395 Pine Tree Road,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,,42.43896307755732,-76.46319460416808,,
4-H Acres,Community,http://images.localist.com/images/main/business_huge.png?1340747100,,42.47316663284014,-76.41905012036506,"418 Lower Creek Road, Ithaca",
409 College Ave.,Collegetown,,,42.44211388888888,-76.48496599999045,"Student Agencies, Faculty and Staff Assistance Program",
726 University Ave.,West Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,42.44956111111111,-76.48878611111111,,